class,comment,terms,text,id,created_at,location,state,uid,friends_count,followers_count,user_created_at,statuses_count
-1,,smok*,"@JaciClark holy smokes, I had this happen last year. Huge bees were coming through my wall. Somehow they tunneled through the wood panneling",1939314901,Wed May 27 20:19:47 +0000 2009,"McLean, Virginia",va,15808488,45,73,Mon Aug 11 14:15:35 +0000 2008,258
-1,,smok*,"Audio: If you're into some new, weirder stuff, you'll enjoy this. Especially if you smoke weed. http://tumblr.com/xwl1vxmly",1943079104,Thu May 28 03:15:45 +0000 2009,"Virginia Beach, VA",va,39126764,2,4,Sun May 10 22:40:05 +0000 2009,29
0,,"cig*,smok*",If smoking is so glorious why do you need to roll down your car window and hold your cig out for the rest of us to 'enjoy'? Just asking.,1946541501,Thu May 28 12:22:10 +0000 2009,"Herndon, VA",va,17110732,235,248,Sun Nov 02 04:38:40 +0000 2008,2036
0,,smok*,Haha smoking friends met me halfway to the spot too bad i dont have any,1946666704,Thu May 28 12:39:33 +0000 2009,Virginia,va,18683504,26,14,Tue Jan 06 16:51:22 +0000 2009,580
-1,,smok*,I just saw three people smoking a joint outside the courthouse that's fucking gangsta! :P also stupid as shit but gangsta! :),1947874903,Thu May 28 14:51:08 +0000 2009,"Montclair, VA",va,18010233,15,12,Wed Dec 10 02:48:43 +0000 2008,43
-1,,smok*,is enjoying the hickory smoked almonds & sea salt milk chocolate Todd got me yesterday. Hmmmm!!,1959758202,Fri May 29 13:50:48 +0000 2009,Virginia,va,14615071,8,17,Thu May 01 15:00:12 +0000 2008,160
1,,"cig*,smok*","Outside smokin a ciggy... Startin to get humid outside... It's ok, tho... Gonna go fishin' soon... <<JonniBoi>>",1959779404,Fri May 29 13:53:00 +0000 2009,"Lynchburg, Virginia",va,43028823,25,10,Thu May 28 02:35:57 +0000 2009,57
0,,tobacco,"Did you know that five million people die annually as a result of tobacco use? On May 31, celebrate World No Tobacco Day http://bit.ly/1 ...",1960950900,Fri May 29 15:45:25 +0000 2009,"Falls Church, Virginia",va,19568273,256,964,Tue Jan 27 00:27:24 +0000 2009,387
-1,,camel,Check this video out -- Southern Culture On The Skids - Camel Walk http://bit.ly/IDqM0,1962813903,Fri May 29 18:43:04 +0000 2009,"Chester, VA",va,22101902,41,19,Fri Feb 27 03:27:12 +0000 2009,210
1,,smok*,"Gonna go get some Taco Hell, jam with Ira, smoke and then go hang out with @tinabeanz later tonight. Tonight's gonna be fun. :]",1964878804,Fri May 29 21:57:34 +0000 2009,Virginia,va,17007969,28,86,Mon Oct 27 21:44:13 +0000 2008,961
-1,,tobacco,Tobacco Company has a beautiful secretary in the Victorian Lounge that belonged to James Dooley -- has his monogram on the front.,1965564803,Fri May 29 23:08:38 +0000 2009,"Richmond, VA",va,19594879,279,160,Tue Jan 27 14:48:23 +0000 2009,228
0,,smok*,Why is snus better than smoking check out my blog to find out why i think so. http://swedishsnusing.blogspot.com/ Just put it up.,1965756900,Fri May 29 23:29:18 +0000 2009,Virginia,va,30210109,3,5,Fri Apr 10 12:56:08 +0000 2009,39
1,,smok*,smokes? check... music? check... edits ? eff... #fb,1965772000,Fri May 29 23:30:55 +0000 2009,"Lynchburg, Virginia",va,28004015,166,74,Wed Apr 01 00:17:13 +0000 2009,519
0,,smok*,All of a sudden I want a smoke & I havent smoked in 3 yrs...,1966114000,Sat May 30 00:09:01 +0000 2009,Virginia,va,18264876,107,250,Sat Dec 20 11:21:13 +0000 2008,173
0,,smok*,I smoke in the airport. Can you?,1970668101,Sat May 30 11:46:35 +0000 2009,Virginia,va,42707120,48,23,Tue May 26 20:08:56 +0000 2009,3
0,,smok*,"...Leave it, that belongs to @buckypg.  Bucky, do you smoke Virginia Slims?",1970716901,Sat May 30 11:57:42 +0000 2009,"Roanoke, VA",va,38437373,208,312,Thu May 07 14:13:08 +0000 2009,906
0,,smok*,"RT @SaathiMere If wife doesn't like smoking, husband should quit and on the other hand if the smoking is occasional wife shouldn't mind",1970922800,Sat May 30 12:40:17 +0000 2009,Virginia,va,42707120,52,23,Tue May 26 20:08:56 +0000 2009,15
-1,,tobacco,Just found 10 yards of a tobacco colored Italian leather. What to do with it!!,1910407602,Mon May 25 07:12:39 +0000 2009,Seattle,wa,3810841,224,260,Sun Apr 08 18:35:06 +0000 2007,5787
0,,nicotine,@nickjfrost I hear cocaine helps with nicotine withdrawals.,1912152403,Mon May 25 13:08:55 +0000 2009,"Seattle, WA",wa,15858850,137,56,Fri Aug 15 02:26:15 +0000 2008,186
0,,smok*,OMG!!!! Never again kissing a girl that smokes I about threw up lastnite,1914369002,Mon May 25 17:37:55 +0000 2009,"Spokane, WA",wa,22531687,11,8,Mon Mar 02 20:51:24 +0000 2009,14
0,,smok*,Rappers with good voices shouldn't smoke,1915281000,Mon May 25 19:14:19 +0000 2009,Seattle,wa,17900990,167,205,Fri Dec 05 16:31:43 +0000 2008,722
1,,cig*,"well wait, iw ant a cigarette first. lol",1916700202,Mon May 25 21:45:47 +0000 2009,"Spokane, WA",wa,27276968,18,59,Sat Mar 28 18:09:13 +0000 2009,913
1,,cig*,"Tired and sore, but that's a good thing. xDD But Billy's kids tore up my cigs. T  wT Not so good.",1917299902,Mon May 25 22:54:59 +0000 2009,Yakima WA,wa,25649472,2,3,Sat Mar 21 06:35:26 +0000 2009,5
1,,smok*,"Wooow. I told my mom i was sick and she goes, i bet it's cause you've been smoking. What a rude twat! I h8 her.",1918272904,Tue May 26 00:50:02 +0000 2009,"kent, wa",wa,17411048,106,97,Sat Nov 15 18:39:42 +0000 2008,1468
1,,cig*,I'm debating on whether or not to buy more cigarettes or more beer. Which is less harmfull? Lol,1918413701,Tue May 26 01:05:20 +0000 2009,"Spokane, WA",wa,27276968,18,62,Sat Mar 28 18:09:13 +0000 2009,933
-1,,smok*,http://twitpic.com/5z5ag - just got word that I can do a smoking school at our local Home Depot and use it as a fundraiser for the July  ...,1920354800,Tue May 26 04:36:17 +0000 2009,"Poulsbo, WA",wa,27911090,32,16,Tue Mar 31 16:57:31 +0000 2009,85
0,,"cig*,smok*","Let the Diet Coke drinking and cigarette smoking begin, John Daly is back and I am pumped!!  http://bit.ly/2XZLLK",1926998204,Tue May 26 19:29:55 +0000 2009,"Seattle, WA",wa,40305274,139,59,Fri May 15 18:51:54 +0000 2009,12
0,,cig*,RT @IanReeves Cigarette Thief Wears Beer Carton As Disguise http://bit.ly/18AOL5,1927441902,Tue May 26 20:12:56 +0000 2009,Seattle,wa,14750135,4703,4629,Mon May 12 21:25:35 +0000 2008,8400
0,,"cig*,tobacco",http://twitpic.com/60jiq - Local youth and Ciggy Butts letting the community know why tobacco use is unhealthy,1928387703,Tue May 26 21:45:13 +0000 2009,"Longview, WA",wa,42676465,0,1,Tue May 26 17:50:02 +0000 2009,3
1,,smok*,@ryankinlow Yes I would love to smoke with you. Unfortunately I am her and you are there. So I will have a cocktail then smoke later,1929261600,Tue May 26 23:14:37 +0000 2009,Seattle,wa,14413370,127,162,Wed Apr 16 21:47:16 +0000 2008,2212
-1,,smok*,@dropthebeet haha exactly. I thinks it wrong to fuck up your kid by smoking pot. I mean we all know they have issues don't bring the,1929864903,Wed May 27 00:17:39 +0000 2009,"kennewick, WA",wa,39334501,277,102,Mon May 11 20:33:07 +0000 2009,259
-1,,smok*,I need to get used to smoking blunts alone...,1932648901,Wed May 27 04:54:37 +0000 2009,"Tacoma, WA",wa,19928033,542,485,Mon Feb 02 20:14:25 +0000 2009,3167
0,,"smok*,tobacco","U.S. senators attack Reynolds' alternative, propose amendment to FDA tobacco bill to ban dissolvable smokeless products http://ow.ly/9p6D",1935787001,Wed May 27 13:52:27 +0000 2009,"Seattle, WA",wa,18228873,31,215,Thu Dec 18 23:41:01 +0000 2008,1759
1,,hookah,i'm not impressed with the hookah cafes in seattle. anybody have any recs?,1938262800,Wed May 27 18:10:43 +0000 2009,Seattle,wa,18893910,328,468,Mon Jan 12 06:44:44 +0000 2009,885
1,,nicotine,"Tummy: Rockstar and nicotine are not a good breakfast, lunch or dinner. Me: What's your point? Tummy: Why do you hate me?",1939382002,Wed May 27 20:28:25 +0000 2009,"iPhone 47.577141,-122.413292",wa,15182957,38,33,Fri Jun 20 18:47:53 +0000 2008,1705
0,,cig*,RT @bgrimley: Only in Bremerton: A man offers a baby a cigarette...,1940305403,Wed May 27 22:21:04 +0000 2009,"Bremerton, WA",wa,16896092,49,106,Tue Oct 21 23:20:38 +0000 2008,224
-1,,smok*,"wow, im writing a paper on my cousin hitting her head on a smoke detector at Maremac Caverns (spelled right?) well this is a new one.",1940609601,Wed May 27 22:56:45 +0000 2009,"Washington, US",wa,25644957,29,24,Sat Mar 21 05:32:07 +0000 2009,97
0,,nicotine,"I'm sorry that Kristen is having a Nicotine fit, sounds bad!",1940687404,Wed May 27 23:05:16 +0000 2009,Seattle WA,wa,21816990,35,25,Wed Feb 25 00:27:54 +0000 2009,99
0,,smok*,I've quit smoking since May 10th!,1942385104,Thu May 28 02:07:19 +0000 2009,"Seattle, WA",wa,15132029,36,42,Mon Jun 16 07:50:02 +0000 2008,99
0,,smok*,Apparently... Jesus hates it when you smoke http://bit.ly/r4VVO,1944231903,Thu May 28 05:27:23 +0000 2009,Seattle,wa,14085944,561,588,Thu Mar 06 00:20:37 +0000 2008,705
0,,cig*,Went for the hug. It was indeed awkward. Very old and bony. Smelled like cigs.,1944392101,Thu May 28 05:50:58 +0000 2009,"Seattle, WA",wa,19248203,26,12,Tue Jan 20 18:10:27 +0000 2009,192
-1,,smok*,"@susarto - holey smokelets, Owl Weirdo is awesome! Whooooooo'd have thunk it? lol Get it? Whooooo? Owl? I slay me.",1943317300,Thu May 28 03:39:34 +0000 2009,"Bellingham, WA",wa,14099445,69,116,Sat Mar 08 07:31:27 +0000 2008,145
-1,,smok*,Jb envy said i was better than lil wayne. lol i dont know bout that but i am the hottest thing smokin since bobby brown,1944775502,Thu May 28 06:53:59 +0000 2009,"Renton,WA",wa,27574337,36,16,Mon Mar 30 03:24:05 +0000 2009,117
1,,smok*,Needs a smoke *stat*!!  Where's the depanneur!?!,1949514704,Thu May 28 17:26:45 +0000 2009,"Seattle, Washington",wa,28595100,19,13,Fri Apr 03 16:17:34 +0000 2009,186
0,,"cig*,smok*",People going for a walk whilst smoking a cigarette confuse me,1954029502,Fri May 29 00:47:37 +0000 2009,"Lynden, WA",wa,15378953,15,41,Thu Jul 10 15:42:09 +0000 2008,523
-1,marijuana,smok*,"damn I just got booted off my computer and tv, and then a smoke session where they don't pass the blunt, I gotta step my game up lol",1954049200,Fri May 29 00:49:29 +0000 2009,Seattle,wa,22498224,65,54,Mon Mar 02 16:07:03 +0000 2009,158
0,,camel,"@Teresa10 ""Moose knuckle"" is the male camel toe equivalent.",1954461502,Fri May 29 01:28:58 +0000 2009,"Seattle, WA",wa,15381343,144,148,Thu Jul 10 18:41:17 +0000 2008,1150
0,,cig*,"Man on my bus lights a cigarette, woman nearby tells him to put it outbrcause she has asthma. Not because, you know, it's ILLEGAL.",1954572701,Fri May 29 01:39:54 +0000 2009,"Seattle, WA",wa,34662242,49,40,Thu Apr 23 16:48:58 +0000 2009,220
-1,marijuana,smok*,"Got off work early. Ribbit and Katie picked me, and now im baked. I really appreciate  the love. smoking buddy r da ish.",1955563500,Fri May 29 03:16:21 +0000 2009,"Lacey,Wa",wa,39694207,13,23,Wed May 13 05:16:30 +0000 2009,348
1,,smok*,@__Johnny my mom knows I smoke. She don't care. Haha.,1957856904,Fri May 29 08:50:51 +0000 2009,"iPhone 49.239185,-123.030586",wa,15399432,67,41,Sat Jul 12 02:03:05 +0000 2008,420
-1,,smok*,"@JessykaLO Shoulda gone to smoke weed with Sammy Hagar, bet it was epic hahaha",1957492303,Fri May 29 07:40:16 +0000 2009,"Seattle, WA",wa,28779639,88,82,Sat Apr 04 11:49:20 +0000 2009,691
0,,smok*,@dsmoore also consider a joke and a poke as well to g along with your smoke and a coke. :),1963433504,Fri May 29 19:43:00 +0000 2009,"Tacoma, WA 47.253946,-122.452",wa,14423788,284,243,Thu Apr 17 18:09:45 +0000 2008,1152
1,,smok*,@NePlusUltra i'm going to cry or chain smoke or binge drink or all of these things at the same time. :(,1964471302,Fri May 29 21:17:16 +0000 2009,"olympia, wa",wa,14565967,97,119,Mon Apr 28 05:39:32 +0000 2008,1170
1,,cig*,"Spending the afternoon BBQing, a good cigar, a Bloody Mary, reading ""The Gold Standard"" by Coach K, waiting for the LA-Den game",1965375203,Fri May 29 22:48:35 +0000 2009,"Oakville, Washington",wa,23691225,362,103,Wed Mar 11 00:35:23 +0000 2009,276
-1,,smok*,RT -@nlawhead: Wow. I haven't been outside all day. Turns out it is smoking hot in #Spokane.,1966565903,Sat May 30 01:00:08 +0000 2009,"Spokane, WA",wa,36427068,627,708,Wed Apr 29 18:04:49 +0000 2009,4821
-1,,smok*,Wow. I haven't been outside all day. Turns out it is smoking hot in #Spokane.,1966496204,Sat May 30 00:52:27 +0000 2009,"Spokane, WA",wa,15161199,1429,1581,Wed Jun 18 18:59:25 +0000 2008,2728
-1,,smok*,"the neighbors are smoking pot on their porch. can't close my window, to hot. i'm going to get high in my sleep. fml",1968722200,Sat May 30 05:03:44 +0000 2009,Seattle,wa,37855471,20,9,Tue May 05 04:17:44 +0000 2009,78
1,,smok*,"Me :: ""Yes... I drink wiskey, chase it w/ beer, smoke, fuck pussy & boys up the ass. If you've a problem with that the you should step off.""",1968852202,Sat May 30 05:22:34 +0000 2009,"Seattle, WA",wa,30101228,62,414,Thu Apr 09 23:51:48 +0000 2009,400
1,,smok*,Ran to store to get edgar smokes. Back in line waiten,1967145901,Sat May 30 02:03:21 +0000 2009,"bonney lake,WA",wa,40296764,9,4,Fri May 15 18:11:13 +0000 2009,23
0,,smok*,"Ok, I quit smoking back in Feb....but I really want one tonight.  If I could sleep, then I probably wouldn't be craving it so bad tonight.",1969657802,Sat May 30 07:45:58 +0000 2009,"Silverdale, WA",wa,37137906,9,2,Sat May 02 04:13:31 +0000 2009,8
1,,"cig*,smok*",relapsed and smoked 5 cigarettes yesterday. so far today 0. Am calling Doctor on Monday for some sort of aid.,1972738304,Sat May 30 16:47:37 +0000 2009,"Tacoma, WA",wa,16655990,5,6,Wed Oct 08 20:45:38 +0000 2008,27
-1,,smok*,@Red_and_Meth loving the back out II...city lights...fathers day..ayo...i'm dope nikka..just to name a few...Keep smokin!,1972346201,Sat May 30 16:03:10 +0000 2009,Seattle,wa,27512477,13,10,Sun Mar 29 21:47:14 +0000 2009,9
-1,,smok*,"Stupid headaches, stupid inside smoker, nice day though.",1972614302,Sat May 30 16:33:26 +0000 2009,"Everett, WA",wa,18209539,5,5,Thu Dec 18 05:18:07 +0000 2008,55
-1,marijuana,smok*,when I get rich I'ma have a room specially for smokin...bean bags...beads on tha door...whole shabang...I dub it tha Rasta Room...,1976899201,Sun May 31 02:29:12 +0000 2009,Seattle,wa,24801417,78,337,Tue Mar 17 00:05:19 +0000 2009,4147
-1,,smok*,All smoked out!  Sorry for bad pic. Need to stay tethered to wifi....I need to get data.  http://twitpic.com/6b9dk,1977382301,Sun May 31 03:52:11 +0000 2009,Seattle,wa,28148043,21,25,Wed Apr 01 17:22:07 +0000 2009,99
0,,smok*,"Bossa Nova Acai/Blueberry juice is a quirky, tasty way of killing off free radicals, but at $3+ a bottle, smoking would be more economical.",1980008604,Sun May 31 12:21:29 +0000 2009,"Seattle, Washington",wa,29393597,279,308,Tue Apr 07 05:41:01 +0000 2009,1064
-1,,smok*,Good brisket. Nice smoke ring but they chop it up. It's not bad but it's not Texas.,1983311001,Sun May 31 19:54:50 +0000 2009,"Kirkland, WA",wa,19214934,44,30,Tue Jan 20 02:15:56 +0000 2009,5
0,,cig*,@heatherhopeful new york city's air constantly smells like cigarettes. Its terrible.,1984536002,Sun May 31 22:17:59 +0000 2009,Forks Washington,wa,23535783,36,30,Tue Mar 10 01:14:18 +0000 2009,482
0,,cig*,#wellness #irf Study links cigarette changes to rising lung risk http://ow.ly/938F,1911131901,Mon May 25 09:43:27 +0000 2009,"Flower Mound, TX",tx,38067599,257,280,Wed May 06 00:40:33 +0000 2009,769
1,,cig*,Thank God for great theological discussion with wise men of faith. And for cigars.,1909558303,Mon May 25 04:49:23 +0000 2009,Texas,tx,22022361,52,45,Thu Feb 26 15:42:17 +0000 2009,130
1,,"cig*,smok*",OMG shoes! XD Smokin a ciggy and drinkin some wine betch.,1911597903,Mon May 25 11:27:59 +0000 2009,"Marshall, TX",tx,40526806,8,5,Sat May 16 19:35:56 +0000 2009,49
-1,,smok*,**PIER19 Special** stuffed shells with smoked salmon served over rice $6.99 http://pier19.us see map http://bit.ly/HuqfJ,1912467903,Mon May 25 13:55:48 +0000 2009,"South Padre Island, TX",tx,38852672,34,43,Sat May 09 13:30:56 +0000 2009,48
-1,,smok*,First day of my new diet & exercise plan! Lets hope it works cuz I have less than 8 wks to get smokin hot! lol,1912862400,Mon May 25 14:46:47 +0000 2009,TEXAS,tx,18253104,65,31,Fri Dec 19 21:46:48 +0000 2008,5918
-1,,smok*,Picking up the bar-b-que from the Feedstore...let them smell like smoke and we enjoy the awesome flavor!,1913544502,Mon May 25 16:06:14 +0000 2009,Texas,tx,17170139,38,144,Tue Nov 04 21:48:55 +0000 2008,382
0,,cig*,"@Problemo cigs n alcohol kill more people than weed ever could. Cops kill more people annually than weed, yet all those r legal. SMH",1913765404,Mon May 25 16:30:51 +0000 2009,"Dallas, TX",tx,21343909,68,175,Thu Feb 19 21:56:52 +0000 2009,1087
-1,,smok*,Smoking gun of fossil fuels leads to the green energy era http://bit.ly/b7v3c,1914202003,Mon May 25 17:20:21 +0000 2009,"houston,Tx",tx,35487341,170,147,Sun Apr 26 15:29:52 +0000 2009,357
-1,,smok*,Those glass bullets need to be removed from my skull. I need them to drift away like smoke.,1914888500,Mon May 25 18:33:21 +0000 2009,"Austin, TX",tx,41544810,9,5,Thu May 21 06:58:12 +0000 2009,11
1,,cig*,"Bone sucking good ribs- no sauce needed!  Yeah, I'm Texan. Now I'm gonna chill with a book & cigar.",1915143102,Mon May 25 19:00:01 +0000 2009,"T 30.46806,-97.85359",tx,8371752,79,96,Thu Aug 23 00:55:31 +0000 2007,1484
-1,,smok*,Smoke detector saved lives this morning at an Austin apartment: http://budurl.com/4hhm,1914688402,Mon May 25 18:11:32 +0000 2009,"Austin, TX",tx,15850297,1172,2128,Thu Aug 14 13:47:58 +0000 2008,2740
0,,smok*,health - disabilityresourcelinks.com: Smoking And High Blood ... http://bit.ly/YUwWk,1915410304,Mon May 25 19:27:55 +0000 2009,Texas,tx,20610626,663,507,Wed Feb 11 18:48:31 +0000 2009,503
0,,tobacco,R's favorite wine find this weekend: 2006 Chteau Coupe Roses' Minervois La Bastide. All this leather & tobacco can be yours for $13.95.,1915487603,Mon May 25 19:36:04 +0000 2009,"Austin,TX",tx,29462514,110,71,Tue Apr 07 14:49:24 +0000 2009,212
1,,"cig*,smok*",@DRhaeWorld meant i dont smoke killa anymore....still on the clove cigs.,1915667503,Mon May 25 19:55:13 +0000 2009,"Houston, TX",tx,40921702,13,15,Mon May 18 17:35:00 +0000 2009,66
-1,,smok*,"Ricky has arrived, yay! About to smoke a bluunt woo hoo :D..",1916604202,Mon May 25 21:35:02 +0000 2009,Weslaco TX,tx,31239977,66,22,Tue Apr 14 21:57:56 +0000 2009,32
0,,cig*,RT @GamesRUS RT @broadbandGNRL She waves the cigarette so close to my face I can feel the heat from the burning tip. http://newfiction.c ...,1916680800,Mon May 25 21:43:37 +0000 2009,"Dallas, TX",tx,27728654,6735,6647,Mon Mar 30 21:05:22 +0000 2009,3156
1,,smok*,"Great, I'm out of smokes....this outta be a great night.",1916473201,Mon May 25 21:20:40 +0000 2009,"Amarillo, Tx",tx,41735307,13,13,Fri May 22 02:43:14 +0000 2009,112
0,,tobacco,"@perpetualspiral hey, it happens!! U forget I work for a tobacco retailer, I deal with folks on the edge day in & out!!!",1916827400,Mon May 25 22:00:14 +0000 2009,"iPhone 32.938596,-97.223331",tx,39776219,682,488,Wed May 13 15:48:14 +0000 2009,217
1,,smok*,"need lawn chairs, beer, and smokes.",1917777604,Mon May 25 23:52:13 +0000 2009,Lubbock,tx,18415218,38,32,Sat Dec 27 21:39:27 +0000 2008,863
1,,cig*,"Cj just gave me a cigarette and, needless to say, it was the BEST",1918474504,Tue May 26 01:11:42 +0000 2009,"San Antonio, TX",tx,13913562,96,75,Sun Feb 24 20:54:49 +0000 2008,901
0,,cig*,"want a ciggy, am eating graham cracker instead.",1918496400,Tue May 26 01:14:07 +0000 2009,"Tyler, TX",tx,11776652,57,87,Wed Jan 02 23:15:21 +0000 2008,605
-1,,smok*,@ThatChrisGore Smoke some pot and watch the Star Wars movies.,1918809803,Tue May 26 01:47:51 +0000 2009,"Mesquite,Texas",tx,37047937,2000,604,Fri May 01 21:30:50 +0000 2009,673
-1,,smok*,Somebody thinks I'm smoking hot! Do you? Vote for me here if you do!  http://www.hottweeters.com/DiamondFoxxx,1920254402,Tue May 26 04:23:11 +0000 2009,"Dallas, TX",tx,19593887,192,1188,Tue Jan 27 14:27:33 +0000 2009,225
1,,cig*,caught the sunrise with coffee and cigarettes at hand.,1922610301,Tue May 26 11:36:18 +0000 2009,texas,tx,37497472,26,4,Sun May 03 20:44:37 +0000 2009,47
-1,,smok*,still smoking this brisket cant take it off till 7 or 8 somebody keep me company,1921453303,Tue May 26 07:38:19 +0000 2009,"Houston, TX",tx,37849856,34,104,Tue May 05 03:46:54 +0000 2009,376
-1,,smok*,"@fourzerotwo What's your gear going in?  I'd say the situation calls silenced G3 & M9, Smoke, UAV Jammer, and Eavesdrop.",1925048504,Tue May 26 16:20:17 +0000 2009,"Lewisville, Texas",tx,14876000,41,20,Fri May 23 01:45:52 +0000 2008,113
-1,,smok*,I am listening to the Artist Smoke  sings Native Hip Hop  show by Judy Lopez on BlogTalkRadio - http://tobtr.com/s/545181,1926100802,Tue May 26 18:02:00 +0000 2009,"Houston, TX",tx,38705100,94,37,Fri May 08 17:23:57 +0000 2009,14
0,,cig*,"@MichaelEspinoza u gonna sit in it like tony montana with a cigar in your mouth, and say ""i was only kidding""",1928223904,Tue May 26 21:29:04 +0000 2009,"Corpus Christi, Texas",tx,21666462,80,53,Mon Feb 23 16:38:17 +0000 2009,160
-1,,smok*,Back from walk with good sweat going.  Ran in to people coming out of back apt. with some kind of acrid smoke belching out of it.,1929440204,Tue May 26 23:33:18 +0000 2009,"Houston, Texas",tx,28828395,36,20,Sat Apr 04 17:03:44 +0000 2009,154
-1,,smok*,@hernseugene ummmmm and then the smoke alarm goes off! HAHAHA!!,1929834101,Wed May 27 00:14:26 +0000 2009,"San Antonio, Texas",tx,31430132,14,11,Wed Apr 15 15:14:40 +0000 2009,107
-1,,smok*,I'm this close to lighting my prized U.O. wardrobe on fire if it means somebody will see the smoke signals.,1932633600,Wed May 27 04:52:37 +0000 2009,"Houston, TX",tx,19610331,77,62,Tue Jan 27 19:30:41 +0000 2009,169
-1,,camel,"@RunPee On the positive side, I expanded my capacity. I can camel it with the best of 'em now.",1931184004,Wed May 27 02:28:04 +0000 2009,"Pearland, Texas",tx,14148050,75,67,Fri Mar 14 17:27:14 +0000 2008,1945
0,,smok*,"Limousine driver totally cussed me out for being in his ""so called spot"". He parked and is now sitting on the bench smoking...",1932417404,Wed May 27 04:25:34 +0000 2009,"iPhone 32.728134,-97.054688",tx,20089240,39,28,Wed Feb 04 20:28:01 +0000 2009,128
-1,,smok*,@jordanknight That's cool! Smokey Robinson is the man!!,1931762801,Wed May 27 03:21:20 +0000 2009,"Laredo, TX",tx,29061182,20,17,Sun Apr 05 20:50:54 +0000 2009,602
-1,,smok*,Now playing: ABC - When Smokey Sings,1934886403,Wed May 27 11:51:11 +0000 2009,"Austin, TX",tx,29502563,0,274,Tue Apr 07 18:00:01 +0000 2009,16642
-1,,smok*,"Beautiful woman of the day: Old school this time, literally. The late great Bea Arthur. Tall, statuesque, with a smoky voice.  We miss you!!",1935923901,Wed May 27 14:07:58 +0000 2009,"San Antonio, Texas",tx,24784691,8,13,Mon Mar 16 22:30:32 +0000 2009,152
-1,,smok*,"Strange to think there could be so much rain, and yet a fire somewhere. Smoke all over outside.",1935948603,Wed May 27 14:10:42 +0000 2009,"Port Lavaca, TX",tx,20632590,16,12,Wed Feb 11 21:56:33 +0000 2009,35
0,,smok*,To the guy in the next row hacking up the lung butter - it's been months. Please stop smoking or take some meds or kill yourself. Thanks!,1936592000,Wed May 27 15:19:33 +0000 2009,"Fort Worth, TX",tx,1529611,641,696,Mon Mar 19 17:08:43 +0000 2007,12751
1,,tobacco,"i've said it before, and i'll say it again: spit cups that come from someone chewing tobacco is hellllllllllllllllllllllllla gross",1936966403,Wed May 27 15:58:27 +0000 2009,"Houston, Texas",tx,36668344,79,39,Thu Apr 30 14:02:40 +0000 2009,128
-1,,smok*,Smoky quartz is very popular as an ornamental stone. http://twitpic.com/6298n,1937699803,Wed May 27 17:13:05 +0000 2009,"Plano, TX",tx,37500382,28,27,Sun May 03 20:58:21 +0000 2009,49
0,,smok*,Tattoo Job (Houston): Tattoo & Smoke shop Unique Body Styles: Unique Body Styles is looking for skilled artists.. http://tinyurl.com/os5227,1937836804,Wed May 27 17:27:16 +0000 2009,Houston Texas,tx,25237405,1852,1716,Thu Mar 19 04:26:15 +0000 2009,3895
-1,,smok*,"RT:  GOOD BLOG markivey Reading: ""What I Learned @ #140tc  Part 1 of ?  SmokeJumping"" ( http://tinyurl.com/pudpdq )",1937945300,Wed May 27 17:38:26 +0000 2009,"Austin, TX",tx,15781775,1912,2491,Fri Aug 08 19:22:36 +0000 2008,1226
-1,,smok*,FanSided Focus: Rafer Madness Smokes Cavs; The Big Tour de France; the Wang Decision http://fansided.com/,1938454801,Wed May 27 18:29:42 +0000 2009,"Austin, Texas",tx,17261066,671,485,Sat Nov 08 23:28:07 +0000 2008,1561
0,,"smok*,tobacco","Tobacco Tax Hike Approved by Texas Senate: The Texas Senate has voted to raise taxes on smokeless tobacco, with .. http://tinyurl.com/r8uyp9",1938537402,Wed May 27 18:37:35 +0000 2009,"Bryan, TX",tx,20528383,11,589,Tue Feb 10 17:30:35 +0000 2009,1203
0,,smok*,"Sorry, My husband called and he was in a bitchy mood. Had to sit through it bc he's trying to stop smoking.",1938636400,Wed May 27 18:54:50 +0000 2009,Texas,tx,19845071,327,643,Sun Feb 01 03:32:22 +0000 2009,7890
1,,smok*,"Granny sat on the Front Porch every Evening after Supper, with a very old, very tiny pipe, smoking Grand Pa's Prince Albert. One pipe a Day.",1939166503,Wed May 27 20:04:00 +0000 2009,"Denton, Tx",tx,21189609,1058,1079,Wed Feb 18 12:05:58 +0000 2009,5009
1,,cig*,Well another day down and I just want to get drunk. But the father and 4 kids here at home say no. I really need a Cigar and a drink,1942262703,Thu May 28 01:55:13 +0000 2009,south bend,tx,42132142,30,15,Sun May 24 00:55:23 +0000 2009,16
-1,,smok*,"Well bm79, im sittn on patio drinkn a beer and smokn a blk...wine blk...wine dat is  Im a problem Dat Cant B Solved...",1943767703,Thu May 28 04:27:46 +0000 2009,"Houston, Texas",tx,40144456,49,35,Fri May 15 01:41:00 +0000 2009,171
0,,cig*,"What ? It really DOES smell like cigar when we squeeze Toby's lost bath toy! Kerry, how many cubans puff into the frog?!",1942677300,Thu May 28 02:35:56 +0000 2009,"Grand Prairie, TX",tx,15643713,18,36,Tue Jul 29 08:13:38 +0000 2008,320
0,,smok*,"RT @OneBetterDay: Smoking kills.If you're killed,you've lost a very important part of your life.Brooke Shields(what?) <is this a blond joke?",1942741802,Thu May 28 02:42:19 +0000 2009,Texas,tx,16918120,319,299,Thu Oct 23 02:30:39 +0000 2008,686
